"recipient_id","iteration","question_id","question","answer_type","definition_1","definition_2","definition_3","definition_4","definition_5","pre_answer","post_answer"
41,"Fall 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,1
36,"All","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,1
36,"All","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,3
15,"Fall 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,2
49,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,2
40,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",4,3
33,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,2
38,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",4,4
66,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",1,1
89,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",1,1
14,"Fall 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,2
72,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,2
36,"All","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",1,1
84,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,1
58,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,2
78,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,2
68,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",4,3
73,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",1,1
47,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",4,3
36,"All","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",1,3
36,"All","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",1,1
1,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,4
88,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,1
23,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",4,1
46,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",1,1
83,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,1
37,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,1
28,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,1
54,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,2
61,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",1,1
35,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",4,4
21,"Fall 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,2
108,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,3
4,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,3
48,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,2
82,"Fall 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,3
6,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,2
90,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",4,2
36,"All","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",4,1
36,"All","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",4,3
36,"All","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",4,1
2,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,2
63,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",4,4
45,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,2
34,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,1
67,"Fall 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,5
43,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,2
65,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",1,1
25,"Fall 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,4
31,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",4,3
86,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,2
52,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,2
74,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",4,4
103,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,2
44,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,3
81,"Fall 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,3
106,"Fall 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,4
87,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,3
64,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",1,1
32,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,3
51,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",1,2
24,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,2
96,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,2
57,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,1
71,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,1
26,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",4,2
30,"Fall 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,2
67,"Fall 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5
54,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
30,"Fall 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
43,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5
38,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5
75,"Spring 2023","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
36,"All","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5
83,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
5,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
28,"Spring 2023","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
20,"Fall 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4
36,"All","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5
36,"All","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5
51,"Spring 2023","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5
55,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4
35,"Spring 2023","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4
60,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3
4,"Spring 2023","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
53,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3
11,"Spring 2023","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
89,"Spring 2023","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5
63,"Spring 2023","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
41,"Fall 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4
44,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
31,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
108,"Spring 2023","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5
21,"Fall 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
81,"Fall 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4
48,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4
103,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
14,"Fall 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
33,"Spring 2023","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
66,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5
15,"Fall 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5
64,"Spring 2023","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5
40,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
25,"Fall 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
87,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
90,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5
86,"Spring 2023","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
2,"Spring 2023","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4
58,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
57,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
72,"Spring 2023","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
82,"Fall 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3
45,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
24,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5
78,"Spring 2023","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
65,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5
84,"Spring 2023","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4
26,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3
47,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
71,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5
68,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
36,"All","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5
36,"All","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5
36,"All","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5
49,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4
73,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4
88,"Spring 2023","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5
52,"Spring 2023","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
1,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5
85,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3
32,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
36,"All","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5
6,"Spring 2023","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5
23,"Spring 2023","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5
106,"Fall 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4
36,"All","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,5
34,"Spring 2023","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5
46,"Spring 2023","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,5
