"recipient_id","iteration","question_id","question","definition_1","answer"
82,"Fall 2022","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
82,"Fall 2022","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
82,"Fall 2022","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",1
82,"Fall 2022","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
20,"Fall 2022","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
20,"Fall 2022","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
20,"Fall 2022","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
20,"Fall 2022","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
20,"Fall 2022","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",NULL
18,"Fall 2022","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
18,"Fall 2022","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
18,"Fall 2022","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
18,"Fall 2022","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
18,"Fall 2022","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
15,"Fall 2022","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
15,"Fall 2022","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
15,"Fall 2022","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
15,"Fall 2022","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",1
15,"Fall 2022","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
93,"Fall 2022","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
93,"Fall 2022","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
93,"Fall 2022","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
93,"Fall 2022","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",1
93,"Fall 2022","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
25,"Fall 2022","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
25,"Fall 2022","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
25,"Fall 2022","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
25,"Fall 2022","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
25,"Fall 2022","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",NULL
36,"All","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
36,"All","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
36,"All","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
36,"All","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",1
36,"All","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
41,"Fall 2022","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
41,"Fall 2022","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
41,"Fall 2022","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
41,"Fall 2022","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",1
41,"Fall 2022","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",NULL
21,"Fall 2022","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
21,"Fall 2022","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
21,"Fall 2022","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
21,"Fall 2022","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
21,"Fall 2022","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",NULL
14,"Fall 2022","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
14,"Fall 2022","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
14,"Fall 2022","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
14,"Fall 2022","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
14,"Fall 2022","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
67,"Fall 2022","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
67,"Fall 2022","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
67,"Fall 2022","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
67,"Fall 2022","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
67,"Fall 2022","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
106,"Fall 2022","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
106,"Fall 2022","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
106,"Fall 2022","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
106,"Fall 2022","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",1
106,"Fall 2022","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",NULL
86,"Spring 2023","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
86,"Spring 2023","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
86,"Spring 2023","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
86,"Spring 2023","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
86,"Spring 2023","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
35,"Spring 2023","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
35,"Spring 2023","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
35,"Spring 2023","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",NULL
35,"Spring 2023","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
35,"Spring 2023","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
108,"Spring 2023","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
108,"Spring 2023","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",NULL
108,"Spring 2023","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",NULL
108,"Spring 2023","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
108,"Spring 2023","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",NULL
72,"Spring 2023","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
72,"Spring 2023","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
72,"Spring 2023","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
72,"Spring 2023","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
72,"Spring 2023","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
52,"Spring 2023","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
52,"Spring 2023","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
52,"Spring 2023","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
52,"Spring 2023","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
52,"Spring 2023","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
46,"Spring 2023","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
46,"Spring 2023","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
46,"Spring 2023","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
46,"Spring 2023","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
46,"Spring 2023","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
88,"Spring 2023","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
88,"Spring 2023","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
88,"Spring 2023","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",NULL
88,"Spring 2023","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
88,"Spring 2023","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
75,"Spring 2023","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
75,"Spring 2023","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
75,"Spring 2023","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
75,"Spring 2023","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
75,"Spring 2023","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",NULL
51,"Spring 2023","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
51,"Spring 2023","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
51,"Spring 2023","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
51,"Spring 2023","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
51,"Spring 2023","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
4,"Spring 2023","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
4,"Spring 2023","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
4,"Spring 2023","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
4,"Spring 2023","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
4,"Spring 2023","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
36,"All","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
36,"All","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",NULL
36,"All","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
36,"All","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
36,"All","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
11,"Spring 2023","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
11,"Spring 2023","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
11,"Spring 2023","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
11,"Spring 2023","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
11,"Spring 2023","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
64,"Spring 2023","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
64,"Spring 2023","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
64,"Spring 2023","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
64,"Spring 2023","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
64,"Spring 2023","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
28,"Spring 2023","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
28,"Spring 2023","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
28,"Spring 2023","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
28,"Spring 2023","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
28,"Spring 2023","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
6,"Spring 2023","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
6,"Spring 2023","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
6,"Spring 2023","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
6,"Spring 2023","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
6,"Spring 2023","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
37,"Spring 2023","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
37,"Spring 2023","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
37,"Spring 2023","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
37,"Spring 2023","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
37,"Spring 2023","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
34,"Spring 2023","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
34,"Spring 2023","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
34,"Spring 2023","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
34,"Spring 2023","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
34,"Spring 2023","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
84,"Spring 2023","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
84,"Spring 2023","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
84,"Spring 2023","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
84,"Spring 2023","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
84,"Spring 2023","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
23,"Spring 2023","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
23,"Spring 2023","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
23,"Spring 2023","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
23,"Spring 2023","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
23,"Spring 2023","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
78,"Spring 2023","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
78,"Spring 2023","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
78,"Spring 2023","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
78,"Spring 2023","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
78,"Spring 2023","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
2,"Spring 2023","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
2,"Spring 2023","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
2,"Spring 2023","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
2,"Spring 2023","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
2,"Spring 2023","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
33,"Spring 2023","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
33,"Spring 2023","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
33,"Spring 2023","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
33,"Spring 2023","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
33,"Spring 2023","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
89,"Spring 2023","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
89,"Spring 2023","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
89,"Spring 2023","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
89,"Spring 2023","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",1
89,"Spring 2023","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
63,"Spring 2023","participation1","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 1: Overview of Science Communication ","Yes",1
63,"Spring 2023","participation2","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 2: Online Science Communication and Social Media.","Yes",1
63,"Spring 2023","participation3"," Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 3: Informal Science Learning / Eight-Legged Encounters.","Yes",1
63,"Spring 2023","participation4","Please indicate which of the following workshops and events you have attended. Select all that apply. Workshop 4: After School Clubs and Working with Youth (NOT OFFERED IN SPRING 2023).","Yes",NULL
63,"Spring 2023","participation5","Please indicate which of the following workshops and events you have attended. Select all that apply. Eight-Legged Encounters Event.","Yes",1
